REL,RF,NPC,PFC,WCC,,,,,,REL,RF,NPC,PFC,WCC
0.958958959,0.095095095,215342831.5,0.094096362,0.005148712,,,,,,,,,,
0.964964965,0.304604605,232108677.1,0.106704343,0.001781774,,,,,,,,,,
0.915915916,0.054029029,209177289.8,0.028097892,0.010385271,,,,,,,,,,
0.881881882,0.052602603,158881769.8,0.033503528,0.003606359,,,,,,,,,,
0.923923924,0.049624625,228351523.7,0.007644343,0.019048141,,,,,,,,,,
0.938938939,0.22022022,99634024.87,0.0840614,0.014286476,,,,,,,,,,
0.964964965,0.389414414,232438768.8,0.085006902,0.014743573,,,,,,,,,,
0.922922923,0.055830831,219848291.2,0.041659679,0,,,,,,,,,,
0.930930931,0.104129129,106913869.4,0.112216074,0,,,,,,,,,,
0.955955956,0.097272272,195211292.8,0.076112738,0.014830562,,,,,,,,,,
0.935935936,0.092767768,131263085.2,0.086561916,0,,,,,,,,,,
0.963963964,0.368593594,212383878.5,0.089392129,0.001773092,,,,,,,,,,
0.955955956,0.081281281,215644291.3,0.089207585,0.00050921,,,,,,,,,,
0.943943944,0.098948949,153097864.7,0.081097714,0.014828353,,,,,,,,,,
0.923923924,0.067442442,102550521.3,0.078278089,0.014825688,,,,,,,,,,
0.957957958,0.097422422,210259339.3,0.08604017,0,,,,,,,,,,
0.760760761,0.190015015,0,0.024162854,0.005076281,,,,,,,,,,
0.951951952,0.049049049,279936781.6,0.019108662,0.019258871,,,,,,,,,,
0.93993994,0.094394394,170305029.8,0.083440251,0.00142578,,,,,,,,,,
0.953953954,0.119444444,179591231.9,0.097987755,0,,,,,,,,,,
0.933933934,0.1503003,101396342.8,0.079375655,0.014643915,,,,,,,,,,
0.937937938,0.258208208,94958460.3,0.09050787,0.008558679,,,,,,,,,,
0.855855856,0.106531532,76231745.31,0.015810369,0.021324997,,,,,,,,,,
0.886886887,0.061086086,159416110.7,0.01072762,0.021207328,,,,,,,,,,
0.935935936,0.220620621,84736589.33,0.076593897,0.015018325,,,,,,,,,,
0.931931932,0.090565566,120137798.7,0.084183634,0.001938996,,,,,,,,,,
0.94994995,0.056806807,269811400.3,0.034586187,0.008706444,,,,,,,,,,
0.921921922,0.052127127,97988729.62,0.089104749,0.010212854,,,,,,,,,,
0.846846847,0.074299299,76231745.31,0.009753581,0.019306508,,,,,,,,,,
0.954954955,0.080105105,279657684.6,0.029769465,0.004824068,,,,,,,,,,
0.947947948,0.337187187,138989744.4,0.090689049,0.008886697,,,,,,,,,,
0.952952953,0.250375375,162034398.2,0.10077053,0,,,,,,,,,,
0.95995996,0.085810811,285293590.9,0.044395963,0.004179974,,,,,,,,,,
0.94994995,0.072472472,184087133.3,0.076085791,0.014825688,,,,,,,,,,
0.901901902,0.06478979,177628088.1,0.015465585,0.01917842,,,,,,,,,,
0.957957958,0.143443443,188730810.8,0.087262058,0.001213317,,,,,,,,,,
0.893893894,0.059159159,168987141.9,0.005663347,0.021207328,,,,,,,,,,
0.760760761,0.189964965,0,0.029196934,0.002410526,,,,,,,,,,
0.914914915,0.062187187,207052496.4,0.033517211,0.001689267,,,,,,,,,,
0.883883884,0.109234234,148927338.5,0.043273415,0.006958291,,,,,,,,,,
0.955955956,0.048923924,285616659.2,0.036725547,0.00359067,,,,,,,,,,
0.918918919,0.0497998,216585440.3,0.029935103,0.00311125,,,,,,,,,,
0.93993994,0.051401401,163591840.9,0.079487595,0.014774467,,,,,,,,,,
0.968968969,0.594794795,231495570.3,0.095432886,0.001105379,,,,,,,,,,
0.921921922,0.053703704,219318013.4,0.042456042,0,,,,,,,,,,
0.923923924,0.109159159,76142623.4,0.082901834,0.003622521,,,,,,,,,,
